0,None
100,Title_Main
101,ニューゲーム
102,つづきから
103,ロード
104,感謝
105,開発者
106,ローカル化
107,終了
108,PreAlphaプレーヤー
109,コミュニティホスト
110,やさしい
111,ノーマル
112,むずかしい
113,バック
114,初期化中
115,最初の初期化には数分かかることがあります…
116,クリエイティブモード
117,ストーリーを選ぶ
118,プラグイン
119,バージョン
120,セーブを削除してよろしいですか？
121,フォーラム
122,ログを更新
123,QQグループに入る
124,クリエイティブワークショップを開く
125,フォーラムからmodを手に入れる
126,閉じる
127,クリエイティブワークショップページ
128,購読をキャンセル
129,{0}に基づく
130,クリエイティブモード
131,音楽と効果音
132,翻訳を加工！
133,翻訳者のリスト
134,翻訳を改善していただけませんか？
135,オッケー
136,断る
137,ウィッシュリストに追加
200,自動セーブ
201,画面をシンプル
202,保存
203,セーブ名を入力
204,読み込み
205,リースタート
206,終了
207,BGMボリューム
208,効果音ボリューム
209,ガイド
210,オプション
211,ヘルプ
212,操作
213,ゲームに戻る
214,解像度
215,fastest
216,fast
217,simple
218,good
219,beautiful
220,fantastic
221,全画面
222,画質
223,明るさ
224,本当に終了しますか？
225,体験版
226,このゲームは体験版で、まだ開発しています。ゲームの機能、やり方などは変更が起こる可能性もあるます。
227,ご体験いただき、ありがとうございます！
228,ユーザーの皆様、このゲームを楽しんで頂いたら幸いです。もっと多くの建物、品物、セーリングや戦いなどの内容を体験しようと思うなら、Steamで購入し、またはご感想を書いてください。数週間ごとに、新しいパッチをリリースし、新しいん内容を追加し、エラーを修正します。
229,また、今ゲームが開発中で、QQグループで率直なご意見とご感想を聞かせてください。
300,リソース
301,構造
302,手工芸
303,飾り物
304,修理
305,取り除く
400,アクティブ
401,取り除く
402,収穫
403,伐採
404,集める
405,掃除
406,防水
407,染める
408,水をやる
409,土かき
410,虫除け
411,肥料をやる
412,割り当て
413,エクササイズ
414,オールを漕ぐ
415,セーリング
416,観測
417,見渡す
418,測定
419,製図
420,コントロール
421,腕前を磨く
422,遊ぶ
423,開く
424,コミュニケーション
425,ドアを開ける
426,ドアを閉める
427,まっすぐに漕ぐ
428,逆方向に漕ぐ
429,帆を下ろす
430,帆をあげる
500,移動
501,ターゲット施設
502,ターゲットモノ
503,ステータス
504,スキル
505,社交
506,詳しい
507,ステータス
508,スキル
509,社交
510,ツ—ルバ—
511,ステータス
512,日記
513,特性
514,関係
515,スキル効果
516,身につけた処方箋
517,健康
518,頭
519,左上肢
520,右上肢
521,左下肢
522,右下肢
523,体
524,体の特徴
525,個人的な好み
526,サバイバルスキル
527,調理スキル
528,腕前スキル
529,セーリングスキル
530,バトルスキル
531,釣り、植え付け、および資料の収集を含む基本的な生存スキル。
532,より美味しくて栄養の高い食べ物を調理する。
533,用具、武器、防具などのモノを作ることのできる能力
534,セーリング、ナビゲーション、製図の能力
535,バトルスキルで、パワー、柔軟性、武器の使用と戦術を磨く
536,スキルをアップグレードできる
537,装備なし
538,飢える
539,乾く
540,眠い
541,健康
542,理知
543,整理
544,排泄
545,スキル
546,アップデート条件
547,スキルテストをクリアするたびに、アップグレード時に追加のキャラクターボーナスを得ることができます。
548,キャラクターがおなかがすいて、のどが渇いて、またはとても怖い（UIが赤くなる）場合、体力が消耗してしまいます。
549,特性
550,長所
551,身につけた知識
552,体の特徴
553,もっと
554,脱ぐ
555,ロックを解除するために{0}日間生き残る
556,障害
557,四肢を失う
558,レベル
559,医療
560,患者の面倒と医療の効率に影響をもたらす
561,キャラクター作成
562,体
563,頭
564,Status_Ill_Attack
565,Status_Ill_Defense
566,Status_Ill_Speed
567,Status_Ill_Carry
600,調整
601,帆を下ろす\帆をあげる
602,かじの方向を調整
603,オールを漕ぐ力を調整
700,リソース
701,構造
702,手工芸
703,家具
704,セーリング
705,修理
706,取り除く
710,食べ物
711,水
712,木
713,造る
714,[F9]レンズリセット
715,[Space] 一時停止
716,[Space] 続く
717,[Space] 2倍速
718,[Space] 5倍速
719,[Tab]または[1]-[9]で階を切り替える
720,[I]品物
721,緊急警報モード
722,必要なスキル：
723,在幸存者“灵光一闪”时随机解锁
724,リコール
725,上のフロア
726,上のフロア
727,バトル
728,仕事の効率
729,仕事の効率を計算
730,Toggle Alert All [C]
731,Show / Hide Accomplished
800,重さ
801,浮力
802,すべてのもの
803,スクリーニング：施設
804,スクリーニング：もの（Altキーを押したままで）
805,スクリーニング：生存者
806,スクリーニング：部屋
807,スクリーニング：島
808,スクリーニング：床（Ctｒlキーを押したままで）
809,消耗：
810,生産：
811,すべて表示
812,上と今のフロア
813,下と今のフロア
814,今のフロアだけ
815,名前をつける
816,個人の好み
817,価値
818,何が起こっています...
819,財産
820,スペース
