1,FishingRod," Takes a long time, but a good way to ease nerve. "
2,简易木筏,坏得很快。
3,柠檬树,收获柠檬，或砍伐获得木头。
4,储物箱,可以储存物品。
5,楼梯,垂直地扩展空间。
7,吊床,睡在上面像是在度假。
8,支撑木,最多支撑9个木筏。
9,亚麻,可以做成绳子。
10,晾肉架,保存肉。
11,集雨装置,收集雨水。
12,水箱,放在集雨装置旁边，可以储存更多的水。
13,工作台,制作很多有用的物品。
14,墙,坚固的保护。
15,尸体,
16,鲨鱼尸体,
17,鸟尸体,
18,睡垫,不怎么舒服，也不怎么耐用。
19,武器架,可以放20个武器。真多。
20,储物柜,可以放40个物品。
21,滤水装置,海水进，淡水出。
22,土豆,
23,胡萝卜,
24,尖刺墙,很有攻击性的保护。
25,农作物,结果是随机的。
26,火堆,烤鱼，好吃！
27,渔网,不入虎穴，焉得虎子。
28,桨,前进！
29,门,有门，才算得上是房间。
30,防水墙,防水的保护。
31,简易帆,随波逐流。
32,泥土木筏,很珍贵。
33,风向标,可以看到风向。
34,FishmanPaddle,Push forward.
35,浮木装置,提供很多浮力。
36,观测点,记录到过的地方。
37,瞭望点,看看远处有什么。
38,测量点,记录航行的方向和速度。
39,绘图台,绘制地图。
40,简易舵,控制方向。
41,火把,很亮，很温暖。
42,墙上的火把,跟地上的火把一样。
43,栅栏,避免落水。
44,画,智慧的结晶，让人心旷神怡。
45,染料装置,制作染料。
46,LocatingingTable,Push forward.
47,RevisingTable,Push forward.
48,大型帆,更强劲。
49,桌子,吃饭聚会的好去处。
50,凳子,饭后坐一会儿，活到九十九。
51,锅,制作更高级的料理。
52,织布装置,制作绳子和布料。
53,臼,用来碾磨，像做果汁、纸浆。
54,石臼,比木头做的更耐用。
55,工具台,制作各种武器。
56,制衣台,制作帽子、衣服。
57,衣架,可以存放一套装备。
58,香插,点上熏香，有助于冥想。
59,墙上的头骨,老朋友的回忆。
60,浴室,好好洗个澡。
61,厕所,收集排泄物。
62,鲨鱼陷阱,诱捕鲨鱼。
63,岩石,可以采集到石头
64,泥潭,可以采集到黏土
65,高级滤水装置,用木炭过滤，效果更好。
66,绿色药草田,
67,黄色药草田,
68,红色药草田,
69,蓝色药草田,
70,制药台,制作治疗伤口和疾病的药品。
71,屋檐,现在感觉更像一个家了。
72,屋檐集雨器,放在屋檐，收集雨水。
73,墙上的花盆,好心情
74,耐用的吊床,不那么膈了。
75,防水的地板,涂上木焦油，就能防水了
76,大桌子,比一般的桌子更宽敞
77,工作台,制作各种物品。
78,椰子树,收获椰子，或砍伐获得木头。
79,坚固的木筏,很耐用。
80,堆肥池,放进多余的食物，转换成肥料。
81,有机物木筏,可以用来种农作物。
82,屋檐,不错的遮阳场所。
83,床,有家的感觉了。
84,训练假人,训练战斗技巧
85,手工艺练习台,训练制造技巧
86,根茎作物,产出随机的根茎类作物，可以提供饱腹感和碳水。
88,叶类作物,可以产出叶菜类作物，提供维他命
89,草本作物,可以产出随机的药草，可以治疗疾病和伤口
90,果类作物,产出浆果，可以做甜食和染料
91,树,
92,海草,吃起来像橡胶
93,鱼棋,玩的不错。
94,秋千,很开心！
95,箱子,里面好像有东西
96,防湿地板,可以保持干燥和清爽
97,甘蓝,
98,菠菜,
99,蓝莓,
100,草莓,
101,毒果子,
102,笼子,里面有俘虏
103,鱼人,有点烦人的家伙
104,企鹅,有点可爱的家伙
105,箱子,里面有东西
106,冷餐台,制作冷食
107,酿酒桶,把水果酿成果酒
108,蘑菇木,把食物和木料转化成蘑菇
109,废墟,调查可能有意外的发现
110,木材堆,最多存放20个木材
111,食物堆,最多存放20个食物
112,带门栓的门,可以设置关闭或者开启的门
113,鸟巢,有可能会发现鸟类的蛋
114,水塘,可以收集到淡水
115,沙堆,可以收集沙子和贝壳
116,种植管理台,管理周围植物的种植计划
117,制造管理台,管理周围设施的制造计划
118,腌菜桶,可以腌制蔬菜，延长保质期
119,箭塔,弓箭手可以站在上面，拥有更远的射程，而且不容易被击中
120,尖刺陷阱,经过的敌人会被尖刺袭击
121,雕像,对它祈祷，可能会有幸运的事情发生
122,椰子灯,比普通火把更持久，需要烧木焦油
123,BirdTrap,
124,RepairTable,
