100,钓鱼！,钓鱼速度 +
101,钓鱼！（中级）,钓鱼速度 ++
102,钓鱼！（高级）,钓鱼速度 +++
121,农作！,农作速度 +
122,农作！（中级）,农作速度 ++
123,农作！（高级）,农作速度 +++
130,收集海水,收集海水速度 +
131,收集海水（中级）,收集海水速度 ++
140,制作木质工具,制作 生存类 工具速度 +
141,制作木质工具（中级）,制作 生存类 工具速度 ++
142,制作木质工具,制作 生存类 工具速度 +++
150,净水,生存经验获取速度 +
151,净水（中级）,生存经验获取速度 ++
160,游泳,力量 +
161,游泳（中级）,力量 ++
162,游泳（高级）,力量 ++
200,烹饪 鱼,烹饪 鱼速度 +
201,烹饪 鱼（中级）,烹饪 鱼速度 ++
202,烹饪 鱼（高级）,烹饪 鱼速度 +++
210,烹饪 蔬菜,烹饪 蔬菜 速度 +
211,烹饪 蔬菜 （中级）,烹饪 蔬菜 速度 ++
212,烹饪 蔬菜 （高级）,烹饪 蔬菜 速度 +++
220,烹饪 汤,烹饪 汤速度 +
221,烹饪 汤（中级）,烹饪 汤速度 ++
222,烹饪 汤（高级）,烹饪 汤速度 +++
230,烹饪 风干食物,烹饪 风干食物速度 +
231,烹饪 风干食物（中级）,烹饪 风干食物速度 ++
232,烹饪 风干食物（高级）,烹饪 风干食物速度 +++
240,制作 烹饪 工具,制作 烹饪 工具速度 +
241,制作 烹饪 工具（中级）,制作 烹饪 工具速度 ++
242,制作 烹饪 工具（高级）,制作 烹饪 工具速度 +++
250,研究 烹饪 工具,烹饪 经验获取速度 +
251,研究 烹饪 工具（中级）,烹饪 经验获取速度 ++
300,纺织,纺织速度 +
301,纺织（中级）,纺织速度 ++
302,纺织（高级）,纺织速度 +++
310,制作 木制品,烹饪 木制品速度 +
311,制作 木制品（中级）,烹饪 木制品速度 ++
312,制作 木制品（高级）,烹饪 木制品速度 +++
320,制作 石制品,烹饪 木制品速度 +
321,制作 石制品（中级）,烹饪 木制品速度 ++
322,制作 石制品（高级）,烹饪 木制品速度 +++
330,研究 制作 工具,制作 经验获取速度 +
331,研究 制作 工具（中级）,制作 经验获取速度 ++
340,头脑风暴,制作 经验获取速度 +
341,头脑风暴（中级）,制作 经验获取速度 ++
342,头脑风暴（高级）,制作 经验获取速度 ++
400,航海！,航海效率 +
401,航海！（中级）,航海效率 ++
402,瞭望到新岛屿,瞭望视野 +
403,瞭望到新岛屿（中级）,瞭望视野 ++
404,碰到新地点,绘图速度 +
405,碰到新地点（中级）,绘图速度 ++
406,征服新岛屿,登陆速度 +
407,征服新岛屿（中级）,登陆速度 ++
408,交易,登陆速度 +
409,交易（中级）,登陆速度 ++
410,祈祷,航海 经验获取速度 +
411,祈祷（中级）,航海 经验获取速度 ++
412,祈祷（高级）,航海 经验获取速度 ++
420,溺水自救,防御 +
421,溺水自救（中级）,防御 ++
422,溺水自救（高级）,防御 +++
430,Go Sailing,Athelete up
431,Go Sailing,Athelete up
432,Go Sailing,Athelete up
440,Walk on the Solid,More Strength
441,Walk on the Solid,More Strength
442,Walk on the Solid,More Strength
500,攻击!,攻击 力量 +
501,攻击!（中级）,攻击 力量 ++
502,迅捷攻击,攻击速度 +
503,迅捷攻击（中级）,攻击速度 ++
504,耐力训练,攻击速度 +
505,耐力训练（中级）,攻击速度 ++
506,击杀敌人,攻击速度 +
507,击杀敌人（中级）,攻击速度 ++
508,击杀生物,攻击速度 +
509,击杀生物（中级）,攻击速度 ++
510,制作武器,制作 战斗武器速度 +
511,制作武器（中级）,制作 战斗武器速度 ++
512,制作武器（高级）,制作 战斗武器速度 +++
520,制作 防具,制作 战斗 防具速度 +
521,制作 防具（中级）,制作 战斗 防具速度 ++
522,制作 防具（高级）,制作 战斗 防具速度 +++
530,好好休息,防御 +
531,好好休息（中级）,防御 +
532,好好休息（高级）,防御 +
540,打水漂精通,战斗 经验获取速度 +
541,打水漂精通（中级）,战斗 经验获取速度 +
542,打水漂精通（高级）,战斗 经验获取速度 ++
550,战斗训练,攻击速度 +
551,战斗训练（中级）,攻击速度 ++
552,战斗训练（高级）,攻击速度 +++
560,射箭！,战斗 经验获取速度 +
561,射箭！（中级）,战斗 经验获取速度 ++
600,Use sword!,
601,Use sword! advanced,
602,Use sword! mastered,
700,Use sword!,
701,Use sword! advanced,
702,Use sword! mastered,
800,Use spear!,
801,Use spear! advanced,
802,Use spear! mastered,
900,Use bow!,
901,Use bow! advanced,
902,Use bow! mastered,
1000,Use knife!,
1001,Use knife! advanced,
1002,Use knife! mastered,
1100,Use blunt!,
1101,Use blunt! advanced,
1102,Use blunt! mastered,
1200,Use tech!,
1201,Use tech! advanced,
1202,Use tech! mastered,
