0,Nada
100,Título
101,Novo jogo
102,Continuar
103,Carregar
104,Créditos
105,Desenvolvimento
106,Localização
107,Sair
108,Apoiadores do pré-alfa
109,Moderador da comunidade
110,Fácil
111,Normal
112,Difícil
113,Voltar
114,Inicializando
115,Pode demorar alguns minutos na primeira vez
116,Modo criativo
117,Seleção da história
118,Plugins
119,Versão dos plugins
120,Deseja apagar este jogo?
121,Forums
122,Patch Notes
123,Join Discord
124,Open Steam WorkShop
125,Get Mod From Forum
126,Close
127,Title_Plugins_Current_Mod_Workshop_Page
128,Title_Plugins_Unsubscribe_Mod
129,Title_BuildTime
130,Title_Creative
131,Title_MusicAndSound
132,Title_HelpTranslate
133,Title_Translators
134,Title_CallForTranslators
135,Title_CallForTranslators_CountMeIn
136,Title_CallForTranslators_NO
137,Title_Steam
200,Salvar automaticamente
201,Gráficos simples
202,Salvar
203,Insira o texto
204,Carregar
205,Reiniciar
206,Menu principal
207,Música de fundo
208,Efeitos sonoros
209,Guia
210,Opções
211,Guia
212,Controles
213,Continuar
214,Resolução
215,Muito rápido
216,Rápido
217,Simples
218,Bom
219,Bonito
220,Fantástico
221,Tela cheia
222,Qualidade gráfica
223,Brightness
224,Are you sure to quit Last Wood?
225,GuideGame
226,GameTODO
227,ThanksForPlayingDemo
228,HopeLikeDemo
229,JoinDiscordWithUs
300,Recurso
301,Estrutura
302,Criar
303,Mobília
304,Consertar
305,Demolir
400,Ativar
401,Raspar
402,Colher
403,Cortar
404,Revirar
405,Limpar
406,Impermeabilizar
407,Pintar
408,Irrigar
409,Lavourar
410,Dedetizar
411,Fertilizar
412,Atribuir
413,Treinar
414,Remar
415,Navegar
416,Observar
417,Procurar
418,Medir
419,Desenhar
420,Direcionar
421,Treinar criação
422,Jogar
423,Abrir
424,Conversar
425,Open Door
426,Lock Door
427,Location_PaddleForward
428,Location_PaddleBackward
429,Location_SailClose
430,Location_SailOpen
500,Carregar
501,Local alvo
502,Pilha alvo
503,Status
504,Habilidade
505,Social
506,Detalhe
507,Status
508,Habilidade
509,Social
510,Espaço de equipamento
511,Registro de status
512,Registro social
513,Personagem
514,Relacionamentos
515,Efeitos da habilidade
516,Receita aprendida
517,Saúde
518,Cabeça
519,Braço esquerdo
520,Braço direito
521,Perna esquerda
522,Perna direita
523,Corpo
524,Talentos
525,Interesse pessoal
526,Sobrevivência
527,Culinária
528,Criação
529,Náutica
530,Luta
531,"Habilidade de sobrevivência básica. Inclui pesca, plantação e coleta de materiais."
532,Cozinhe comidas mais gostosas e nutritivas.
533,"Habilidades de criação. Crie ferramentas, armas e proteção."
534,Habilidades de navegação e mapeamento.
535,"Habilidades de luta. Aumenta força, velocidade, uso de armas e técnica de batalha."
536,Melhoria disponível
537,Sem equipamento
538,Fome
539,Sede
540,Sono
541,Saúde
542,Sanidade
543,Higiene
544,Evacuação
545,Exp da habilidade
546,Testes de melhoria de habilidade
547,Cada teste concluído fornece bônus adicional quando subir de nível.
548,"Se o sobrevivente ficar com muita fome, sede ou mentalmente instável (a UI fica vermelha), sua saúde começará a deteriorar."
549,Traços
550,Especialidade
551,Receitas aprendidas
552,Talentos
553,Aleatório
554,Take Off
555,Survive {0} more days to unlock
556,Cripple
557,Lose Limb
558,LV
559,Care
560,Care influence the skill of healing wound and caring patient.
561,characterCreation
562,Status_body
563,Status_head
564,Status_Ill_Attack
565,Status_Ill_Defense
566,Status_Ill_Speed
567,Status_Ill_Carry
600,Ajustar
601,Ajustar rigidez da vela
602,Ajustar direção do leme
603,Ajustar força do remo
700,Recurso
701,Estrutura
702,Criar
703,Mobília
704,Navegação
705,Consertar
706,Demolir
710,Comida
711,Água
712,Madeira
713,[B] Build
