1,Comida
2,Peixe
3,Cozinhar
4,Campo
5,Navegação
6,Ferramenta
7,Arma
8,Equipar
9,Madeira
10,Tecer
11,Secar
12,Filtrar
13,Sopa
14,Afiar
15,Remédio
16,Material
17,Criar
18,Enjoado
19,Místico
20,Luxo
21,Perfume
22,Fedor
23,Isca
24,Estranho
25,Tecnologia
26,Metal
27,Pedra
28,Feito misticamente
29,Rústico
30,Elegante
31,Estragado
32,Leve
33,Combustível
34,Impermeável
35,Isolamento
36,Firme
37,Sonolento
38,Anti-hipnótico
39,Mata a sede
40,Com sede
41,Com fome
42,Satisfeito
43,Horror
44,Azarado
45,Sortudo
46,Relaxar
47,Coragem
48,Inspiração
49,Árvore
50,Satisfazer
51,Carne
52,Pintar
53,Pescável
54,Brigar
55,Fruta
56,Corpo
57,Calor
58,Frio
59,Vegetal
