0,None
100,Menu Principal
101,Nouvelle Partie
102,Continuer
103,Charger
104,Crédits
105,Développeurs
106,Traductions
107,Quitter le jeu
108,Joueurs Pré-Alpha
109,Modérateur de la Communauté
110,Facile
111,Normal
112,Difficile
113,Retour
114,Initialisation
115,Le chargement peut durer quelques minutes ...
116,Mode Création
117,Sélection du scénario
118,Mods
119,Version du Mod
120,Voulez-vous vraiment supprimer cette sauvegarde?
121,Forum
122,Patch Notes
123,Rejoindre Discord
124,Ouvrir le Steam Workshop
125,Obtenir des Mods du Forum
126,Fermer
127,Ouvrir la page du Workshop
128,Se désabonner de ce Mod
129,Créé le {0}
130,Mode Création
131,Musique et Son
132,Aider à traduire
133,Traducteurs:
134,Voulez-vous nous aider à traduire Last Wood?
135,Comptez sur moi!
136,Non
137,Ajouter à la liste de souhait sur Steam
200,Sauvegarde Auto
201,Graphismes simplifiés
202,Sauvegarder
203,Saisir le texte
204,Charger
205,Redémarrer
206,Menu principal
207,Volume de la musique
208,Volume des effets sonores
209,Guide
210,Paramètres
211,Guide
212,Contrôles
213,Continuer
214,Résolution
215,Le plus rapide
216,Rapide
217,Simple
218,Beau
219,Superbe
220,Magnifique
221,Plein écran
222,Qualité des graphismes
223,Luminosité
224,Etes-vous sûr de vouloir quitter Last Wood?
225,DEMO
226,"Nous peaufinons actuellement Last Wood et il sortira en accès anticipé dans les prochains mois. La jouabilité et les contenus changeront lors de la version anticipée."
227,Merci de jouer à cette DEMO. 
228,"Si vous aimez ce jeu et que vous voudriez avoir plus de contenus 
--- déverouiller plus de bâtiments et recettes, naviguer, explorer des îles mystérieuses, plonger pour récupérer d'anciens objets, 
participer à des batailles navales avec des ennemis.
Ajoutez Last Wood sur votre liste de souhaits sur Steam. "
229,Vous pouvez aussi rejoindre notre Discord pour échanger avec nous et rendre Last Wood encore meilleur!
300,Ressource
301,Structure
302,Artisanat
303,Mobilier
304,Réparer
305,Démolir
400,Activer
401,Raser
402,Récolter
403,Abattre
404,Fouiller
405,Essuyer
406,Imperméabiliser
407,Teindre
408,Arroser
409,Labourer
410,Désinsectiser
411,Fertiliser
412,Affecter
413,S'entraîner
414,Pagayer
415,Naviguer
416,Observer
417,Regarder
418,Mesurer
419,Dessiner
420,Piloter
421,S'entraîner (artisanat)
422,Jouer
423,Ouvrir
424,Parler
425,Ouvrir la porte
426,Fermer la porte
427,<color=#e68c84>Vers l'avant
428,<color=#c2dd99>Vers l'arrière
429,Replier
430,Hisser la voile
500,Transporter
501,Emplacement cible
502,Pile cible
503,Statut
504,Compétence
505,Social
506,Détail
507,Statut
508,Compétences
509,Social
510,Emplacements d'équipements
511,Journal (statut)
512,Journal (Rapports Sociaux)
513,Personnage
514,Relations
515,Effets des compétences
516,Recettes apprises
517,Santé
518,Tête
519,Bras gauche
520,Bras droit
521,Jambe gauche
522,Jambe droite
523,Corps
524,Avantages
525,Intérêts perso :
526,Survie
527,Cuisine
528,Artisanat
529,Nautique
530,Combat
531,"Compétences de survie de base. Pêcher, planter, récolter des matériaux"
532,Cuisiner des repas plus nutritifs et délicieux
533,"Compétences de création. Fabrication d'outils, armes, protections"
534,"Compétences nautiques, navigation et cartographie"
535,"Compétences de combat. Augmente force, vitesse, utilisation des armes, techniques de combat"
536,Promouvoir
537,Aucun équipement
538,Faim
539,Soif
540,Fatigue
541,Santé
542,Equilibre mental
543,Propreté
544,Besoins
545,Exp Compétences
546,Objectifs pour améliorer la compétence
547,Chaque objectif terminé fournira un bonus supplémentaire au niveau suivant
